https://www.avito.ru/moskva/kvartiry/kvartira-studiya_133_m_112_et._7310647446,,мусоропровод,,2.7 м,1979,1,"детская площадка, спортивная площадка",,,студия,,,,13.3 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_112_et._4838121215,,"мусоропровод, газ",,2.6 м,1969,нет,"детская площадка, спортивная площадка",,11 м²,студия,,,,14 м²,,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_383_m_721_et._7353862757,,,,3.2 м,,1,,,20 м²,студия,,,,38.3 м²,на улицу,,подземная,2,требует ремонта,совмещенный,свободная,,,монолитный,,,7 из 21,21
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_135_m_55_et._7300405133,,,,2.9 м,1927,нет,спортивная площадка,,7.7 м²,студия,,,,13.5 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,5 из 5,5
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_117_m_19_et._4470858880,,мусоропровод,возможна ипотека,,1970,нет,"детская площадка, спортивная площадка",,,студия,,,,11.7 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_50_m_216_et._7333601210,,,возможна ипотека,,2006,,,,36 м²,студия,,кухня,,50 м²,во двор,,,1,дизайнерский,совмещенный,свободная,,кондиционер,кирпичный,,есть,2 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_30_m_2441_et._4642714027,,"консьерж, мусоропровод",возможна ипотека,3.4 м,2024,2,"закрытая территория, детская площадка, спортивная площадка",,,студия,,"кухня, хранение одежды, спальные места",,30 м²,"на улицу, на солнечную сторону",,"подземная, наземная многоуровневая, открытая во дворе, за шлагбаумом во дворе",2,дизайнерский,совмещенный,свободная,,"кондиционер, холодильник, посудомоечная машина",монолитно-кирпичный,,,24 из 41,41
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_11_m_19_et._7280957428,,мусоропровод,,,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,11 м²,,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_18_m_220_et._7261024238,,,,2.7 м,2023,1,"детская площадка, спортивная площадка",,,студия,,,,18 м²,,,"подземная, открытая во дворе",1,требует ремонта,совмещенный,свободная,,,монолитный,,,2 из 20,20
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_221_m_19_et._7351698372,,мусоропровод,,2.7 м,1962,нет,"закрытая территория, детская площадка, спортивная площадка",,20 м²,студия,,,,22.1 м²,во двор,,за шлагбаумом во дворе,1,косметический,совмещенный,свободная,,,кирпичный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_244_m_224_et._7309950298,,консьерж,возможна ипотека,2.8 м,2024,2,"закрытая территория, детская площадка, спортивная площадка",панорамные окна,,студия,,"кухня, хранение одежды, спальные места",,24.4 м²,"во двор, на солнечную сторону",,"подземная, за шлагбаумом во дворе",2,евро,совмещенный,свободная,,"холодильник, стиральная машина",монолитно-кирпичный,,,2 из 24,24
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_14_m_111_et._7354749042,,,,,,,,,,студия,,,,14 м²,,,,,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 11,11
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_10_m_214_et._4838190970,,мусоропровод,,,1989,нет,"детская площадка, спортивная площадка",,,студия,,,,10 м²,,,открытая во дворе,2,требует ремонта,совмещенный,свободная,,,панельный,,,2 из 14,14
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_19_m_116_et._7350074462,,мусоропровод,,,1983,1,"детская площадка, спортивная площадка",,,студия,,,,19 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_225_m_19_et._7310058824,,"мусоропровод, газ",,2.7 м,1972,нет,"детская площадка, спортивная площадка",,,студия,,,,22.5 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_144_m_19_et._7333585342,,мусоропровод,возможна ипотека,2.6 м,1978,нет,"детская площадка, спортивная площадка",,,студия,,,,14.4 м²,,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_112_et._7248470321,,мусоропровод,возможна ипотека,2.6 м,1969,1,"детская площадка, спортивная площадка",,,студия,,,,12 м²,во двор,,открытая во дворе,1,требует ремонта,совмещенный,свободная,,,панельный,,,1 из 12,12
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_12_m_19_et._4838377494,,мусоропровод,,,1969,нет,"детская площадка, спортивная площадка",,,студия,,,,12 м²,во двор,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_192_m_19_et._7246933674,,мусоропровод,,2.7 м,1970,нет,"детская площадка, спортивная площадка",,,студия,,,,19.2 м²,во двор,,открытая во дворе,1,косметический,совмещенный,свободная,,,панельный,,,1 из 9,9
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_316_m_15_et._7354688212,,,,1.8 м,1964,нет,"детская площадка, спортивная площадка",,,студия,,,,31.6 м²,,,открытая во дворе,нет,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_213_m_116_et._7325575413,балкон,,,2.9 м,1988,нет,спортивная площадка,,7.7 м²,студия,,,,21.3 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,1 из 16,16
https://www.avito.ru/moskva/kvartiry/dolya_v_kvartira-studii_135_m_15_et._4806378222,,газ,"возможна ипотека, продажа доли",3 м,1929,нет,"закрытая территория, детская площадка, спортивная площадка",,,студия,,,,13.5 м²,на улицу,,"подземная, за шлагбаумом во дворе",нет,требует ремонта,совмещенный,свободная,,,кирпичный,,,1 из 5,5
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_169_m_316_et._7325130211,балкон,,,3 м,1988,нет,спортивная площадка,,8.1 м²,студия,,,,16.9 м²,на улицу,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/apartamenty-studiya_189_m_316_et._7326021235,балкон,,,2.9 м,1988,нет,детская площадка,,8.1 м²,студия,,,,18.9 м²,на солнечную сторону,,открытая во дворе,нет,косметический,совмещенный,свободная,,,кирпичный,,,3 из 16,16
https://www.avito.ru/moskva/kvartiry/kvartira-studiya_105_m_112_et._4631150561,,мусоропровод,возможна ипотека,,1974,1,"детская площадка, спортивная площадка",,,студия,,,,10.5 м²,на улицу,,открытая во дворе,1,евро,совмещенный,свободная,,,панельный,,,1 из 12,12
